PLAY #;ODK;OFF FORM;Off Str;OFF PLAY;DN;DIST;YARD LN;RESULT;Drive Success;TARGET ROUTE;RECEIVED BY;GN/LS;Thrown By;YAC;QB;C;X/H;Y/CAT;Z;Target;Drop;B;yardline_50;game_id;play_id;drive_id;half;posteam
Spain;Germany;SPREAD;NO;;2;22;22;Complete;1;HITCH;;8;6;;;;;;;;;;28;37;41;7;1;ESP
Spain;Germany;SPREAD;NO;;3;14;14;Complete;1;OUT;;12;4;;;;;;;;;;36;37;42;7;1;ESP
Spain;Germany;;;;4;2;2;Penalty;;;;;;;;;;;;;;;48;37;43;7;1;ESP
Spain;Germany;BUNCH;NO;;3;2;2;Complete, TD;1;FIN;;2;4;;;;;;;;;;48;37;44;7;1;ESP
Spain;Germany;;;;0;5;5;Penalty;;;;0;;;;;;;;;;;45;37;45;7;1;ESP
Spain;Germany;SPREAD;NO;;0;5;5;Good;1;DIG;;5;13;;;;;;;;;;45;37;46;7;1;ESP
Germany;Spain;BUNCH;S CROSS;Dagger;1;20;-5;Complete;1;DIG;RIESS;8;7;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;37;47;8;2;GER
Germany;Spain;BUNCH;S CROSS;Dagger;2;12;-13;Complete;1;DIG;RIESS;4;5;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;13;37;48;8;2;GER
Germany;Spain;SPREAD;Rolex C;Peel;3;8;-17;Rush;1;;;7;;PIETRYGA;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;17;37;49;8;2;GER
Germany;Spain;PILE;NO;Swap Smash;4;1;-24;Complete;1;WHIP;DE GAVARELLI;4;2;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;24;37;50;8;2;GER
Germany;Spain;BUNCH;S Drop;Dagger;1;22;22;Complete;1;DIG;RIESS;7;7;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;28;37;51;8;2;GER
Germany;Spain;DOG;S CROSS;Dagger;2;15;15;Complete, TD;1;POCO;PIETRYGA;15;19;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;35;37;52;8;2;GER
Germany;Spain;DOG;S CROSS;Dagger;0;10;10;Good;1;POCO;PIETRYGA;10;17;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;37;53;8;2;GER
Spain;Germany;SPREAD;NO;;1;20;-5;Complete;0;OUT;;9;4;;;;;;;;;;5;37;54;9;2;ESP
Spain;Germany;SPREAD;NO;;2;11;-14;Complete;0;CONE;;9;3;;;;;;;;;;14;37;55;9;2;ESP
Spain;Germany;SPREAD;NO;;3;2;-23;Incomplete;0;SCRAMBLE;;0;20;;;;;;;;;;23;37;56;9;2;ESP
Spain;Germany;;;;4;2;-23;Penalty;0;;;10;;;;;;;;;;;23;37;57;9;2;ESP
Spain;Germany;SPREAD;NO;;1;17;17;Incomplete;0;OUT;;0;4;;;;;;;;;;33;37;58;9;2;ESP
Spain;Germany;SPREAD;NO;;2;17;17;Complete;0;DIG;;10;7;;;;;;;;;;33;37;59;9;2;ESP
Spain;Germany;SPREAD;NO;;3;7;7;Complete;0;OUT;;5;4;;;;;;;;;;43;37;60;9;2;ESP
Spain;Germany;SPREAD;NO;;4;2;2;Interception;0;SCRAMBLE;;;8;;;;;;;;;;48;37;61;9;2;ESP
Germany;Spain;BUNCH;S CROSS;Dagger;2;12;-13;Complete;1;DIG;RIESS;12;6;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;13;37;62;10;2;GER
Germany;Spain;SPREAD;Rolex Y;Mills;1;25;25;Rush;1;;;6;;FISCHER;;Thiele;Pietryga;Fischer;Stevens;Riess;;;25;37;63;10;2;GER
Germany;Spain;;-;;2;19;19;Penalty;1;;;10;;;;Thiele;Pietryga;Fischer;Stevens;Riess;;;31;37;64;10;2;GER
Germany;Spain;PILE;S CROSS;Dagger;1;9;9;Incomplete;1;;;0;7;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;41;37;65;10;2;GER
Germany;Spain;BUNCH;S CROSS;Dagger;2;9;9;Complete;1;DIG;RIESS;7;6;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;41;37;66;10;2;GER
Germany;Spain;BUNCH;NO;Swap Smash;3;2;2;Complete, TD;1;CORNER;PIETRYGA;2;8;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;48;37;67;10;2;GER
Germany;Spain;BUNCH;S CROSS;Dagger;0;10;10;Incomplete;0;POCO;;0;;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;37;68;10;2;GER
Spain;Germany;SPREAD;NO;;1;20;-5;Incomplete;0;FIN SIT;;0;5;;;;;;;;;;5;37;69;11;2;ESP
Spain;Germany;SPREAD;NO;;2;20;-5;Incomplete;0;POST;;0;25;;;;;;;;;;5;37;70;11;2;ESP
Spain;Germany;SPREAD;NO;;3;20;-5;Complete;0;OUT;;11;6;;;;;;;;;;5;37;71;11;2;ESP
Spain;Germany;SPREAD;C DROP;;4;9;-16;Rush;0;;;7;;;;;;;;;;;16;37;72;11;2;ESP
Germany;Spain;DOG;S CROSS;Dagger;1;20;-5;Complete;1;DIG;DE GAVARELLI;9;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;37;73;12;2;GER
Germany;Spain;BUNCH;S CROSS;Dagger;2;11;-14;Complete;1;DIG;RIESS;7;6;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;14;37;74;12;2;GER
Germany;Spain;BUNCH;S CROSS;Dagger;3;4;-21;Complete;1;DIP;RIESS;5;5;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;21;37;75;12;2;GER
Germany;Spain;DOG;S CROSS;Dagger;1;24;24;Complete, TD;1;POCO;PIETRYGA;24;16;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;26;37;76;12;2;GER
Germany;Spain;DOG;S CROSS;Dagger;0;10;10;Complete;1;DIG;DE GAVARELLI;9;9;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;37;77;12;2;GER
Spain;Germany;SPREAD;NO;;1;20;-5;Complete;1;OUT;;6;4;;;;;;;;;;5;37;78;13;2;ESP
Spain;Germany;SPREAD;NO;;2;14;-11;Complete;1;OUT;;10;4;;;;;;;;;;11;37;79;13;2;ESP
Spain;Germany;SPREAD;NO;;3;4;-21;Complete;1;OUT;;19;5;;;;;;;;;;21;37;80;13;2;ESP
Spain;Germany;SPREAD;JET;;1;10;10;Rush;1;;;4;;;;;;;;;;;40;37;81;13;2;ESP
Spain;Germany;SPREAD;JET;;2;6;6;Rush, TD;1;;;6;;;;;;;;;;;44;37;82;13;2;ESP
Spain;Germany;;;;0;5;5;Incomplete;0;;;0;14;;;;;;;;;;45;37;83;13;2;ESP
Germany;Spain;PILE;S CROSS;Dagger;1;20;-5;Complete;;DIG;DE GAVARELLI;7;6;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;37;84;14;2;GER
Germany;Spain;DOG;NO;Swap Smash;2;13;-12;Complete;;QUICK;RIESS;6;6;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;12;37;85;14;2;GER
Germany;Spain;;-;;3;7;-18;Penalty;;;;-9;;;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;18;37;86;14;2;GER
Germany;Spain;SPREAD;Rolex C;Peel;4;16;-9;Incomplete;;SCRAMBLE;;0;17;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;9;37;87;14;2;GER
France;Germany;BUNCH UC;NO;;1;20;-5;Complete;1;CORNER;;15;13;;;;;;;;;;5;38;1;1;1;FRA
France;Germany;SPREAD UC;Snake Y;;2;5;-20;Incomplete;1;DIG;;0;6;;;;;;;;;;20;38;2;1;1;FRA
France;Germany;BUNCH;NO;;3;5;-20;Complete;1;DIG;;10;8;;;;;;;;;;20;38;3;1;1;FRA
France;Germany;SPREAD;Snake;;1;20;20;Incomplete;1;;;0;;;;;;;;;;;30;38;4;1;1;FRA
France;Germany;TRIPS;NO;;2;20;20;Incomplete;1;POST;;0;20;;;;;;;;;;30;38;5;1;1;FRA
France;Germany;SPREAD;Snake AROUND;;3;20;20;Complete, TD;1;SHALLOW;;20;6;;;;;;;;;;30;38;6;1;1;FRA
France;Germany;BUNCH UC;NO;;0;5;5;Good;1;CORNER;;5;11;;;;;;;;;;45;38;7;1;1;FRA
Germany;France;NUB;S CROSS;Dagger;1;20;-5;Complete;1;WHIP SLANT;PIETRYGA;10;4;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;38;8;2;1;GER
Germany;France;DOG;Snake Rolex;Sail;2;10;-15;Complete;1;SHALLOW;DE GAVARELLI;8;2;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;15;38;9;2;1;GER
Germany;France;DOG;S Drop;Mills;3;2;-23;Incomplete;1;CORNER;;0;;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;23;38;10;2;1;GER
Germany;France;SPREAD;NO;Slot Dig;4;2;-23;Complete;1;WHIP;PIETRYGA;3;3;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;23;38;11;2;1;GER
Germany;France;;-;;1;24;24;Incomplete;1;;;0;;;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;26;38;12;2;1;GER
Germany;France;BUNCH;S Drop;Dagger;2;24;24;Complete;1;DIG;RIESS;6;6;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;26;38;13;2;1;GER
Germany;France;BUNCH;S Drop;Dagger;3;18;18;Complete;1;DIP;RIESS;12;7;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;32;38;14;2;1;GER
Germany;France;NUB;ROLEX;Sail;4;6;6;Complete, TD;1;COP;RIESS;6;15;STEVENS;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;44;38;15;2;1;GER
Germany;France;BUNCH;S Drop;Mills;0;10;10;Incomplete;0;CURL;;0;11;THIELE;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;38;16;2;1;GER
France;Germany;BUNCH UC;NO;;1;20;-5;Complete;0;SHALLOW;;7;0;;;;;;;;;;5;38;17;3;1;FRA
France;Germany;TRIPS DOG;NO;;2;13;-12;Complete;0;CONE;;7;5;;;;;;;;;;12;38;18;3;1;FRA
France;Germany;TRIPS;NO;;3;6;-19;Incomplete;0;DIG;;0;9;;;;;;;;;;19;38;19;3;1;FRA
France;Germany;SPREAD;Snake;;4;6;-19;Sack;0;;;-1;;;;;;;;;;;19;38;20;3;1;FRA
Germany;France;SPREAD;S CROSS;Dagger;1;20;-5;Incomplete;1;DIG;;0;7;THIELE;SCHWARZ;Thiele;Pietryga;Schwarz;Stevens;Riess;;;5;38;21;4;1;GER
Germany;France;BUNCH;S CROSS;Dagger;2;20;-5;Complete;1;DIG;RIESS;10;7;THIELE;RIESS;Thiele;Pietryga;Schwarz;Stevens;Riess;;;5;38;22;4;1;GER
Germany;France;BUNCH;S CROSS;Dagger;3;10;-15;Complete;1;DIG;RIESS;13;6;THIELE;RIESS;Thiele;Pietryga;Schwarz;Stevens;Riess;;;15;38;23;4;1;GER
Germany;France;SPREAD;Rolex C;Peel;1;22;22;Sack;1;;;-6;;STEVENS;;Thiele;Pietryga;Schwarz;Stevens;Riess;;;28;38;24;4;1;GER
Germany;France;DOG;ROLEX;Sail;2;28;28;Complete;1;SAIL;PIETRYGA;11;9;THIELE;PIETRYGA;Thiele;Pietryga;Schwarz;Stevens;Riess;;;22;38;25;4;1;GER
Germany;France;PILE;S CROSS;Dagger;3;17;17;Incomplete;1;POCO;;0;;THIELE;PIETRYGA;Thiele;Pietryga;Schwarz;Stevens;Riess;;;33;38;26;4;1;GER
Germany;France;SPREAD;Rolex C;Peel;4;17;17;Complete, TD;1;WHEEL;RIESS;17;25;STEVENS;RIESS;Thiele;Pietryga;Schwarz;Stevens;Riess;;;33;38;27;4;1;GER
Germany;France;DOG;Rolex Y;Sail;0;10;10;Incomplete;0;QB;;0;11;THIELE;STEVENS;Thiele;Pietryga;Schwarz;Stevens;Riess;;;40;38;28;4;1;GER
France;Germany;SPREAD;NO;;1;20;-5;Incomplete;0;CONE;;0;3;;;;;;;;;;5;38;29;5;1;FRA
France;Germany;TRIPS;NO;;2;20;-5;Sack, Safety;0;;;-5;;;;;;;;;;;5;38;30;5;1;FRA
Germany;France;BUNCH;S CROSS;Dagger;1;20;-5;Complete;1;DIG;RIESS;9;6;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;5;38;31;6;1;GER
Germany;France;SPREAD;Rolex C;Peel;2;11;-14;Incomplete;1;POST;;0;;STEVENS;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;14;38;32;6;1;GER
Germany;France;;-;;3;11;-14;Penalty;1;;;10;;;;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;14;38;33;6;1;GER
Germany;France;SPREAD;S Drop;Peel;1;1;-24;Complete;1;COP;PIETRYGA;18;12;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;24;38;34;6;1;GER
Germany;France;NUB STACK;Rolex C;Sail;1;8;8;Incomplete;1;SCRAMBLE;;0;12;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;42;38;35;6;1;GER
Germany;France;PILE;S CROSS;Dagger;2;8;8;Complete;1;DIG;DE GAVARELLI;7;6;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;42;38;36;6;1;GER
Germany;France;BUNCH;NO;Swap Smash;3;1;1;Complete, TD;1;POST;RIESS;1;9;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;49;38;37;6;1;GER
Germany;France;SPREAD;S Drop;Sail;0;10;10;Good;1;SAIL;PIETRYGA;10;9;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Riess;;;40;38;38;6;1;GER
France;Germany;BUNCH UC;NO;;1;20;-5;Complete;;SHALLOW;;3;0;;;;;;;;;;5;38;39;7;1;FRA
France;Germany;SPREAD;Snake;;2;17;-8;Sack;;;;-3;;;;;;;;;;;8;38;40;7;1;FRA
France;Germany;BUNCH;NO;;3;20;-5;Complete;;DIG;;12;7;;;;;;;;;;5;38;41;7;1;FRA
France;Germany;BUNCH;NO;;4;8;-17;Incomplete;;DIG;;16;8;;;;;;;;;;17;38;42;7;1;FRA
France;Germany;;;;1;10;17;;;;;;;;;;;;;;;;33;38;43;7;1;FRA
Germany;France;SPREAD;S CROSS;Dagger;1;20;-5;Complete;1;WHIP SLANT;SCHWARZ;7;4;THIELE;SCHWARZ;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;5;38;44;8;2;GER
Germany;France;SPREAD;S CROSS;Dagger;2;13;-12;Complete;1;DIG;RIESS;6;6;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;12;38;45;8;2;GER
Germany;France;SPREAD;S CROSS;;3;7;-18;Incomplete;1;DUP;;0;23;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;18;38;46;8;2;GER
Germany;France;BUNCH;S CROSS;Dagger;4;7;-18;Complete;1;DIG;RIESS;9;8;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;18;38;47;8;2;GER
Germany;France;SPREAD;S CROSS;;1;23;23;Incomplete;1;DUP;;0;18;THIELE;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;27;38;48;8;2;GER
Germany;France;DOG;Rolex Y;Sail;2;23;23;Complete, TD;1;BENDER;RIESS;23;20;DE GAVARELLI;RIESS;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;27;38;49;8;2;GER
Germany;France;NUB;S Drop;Mills;0;10;10;Incomplete;0;CORNER;;0;15;THIELE;SCHWARZ;Thiele;Schwarz;de Gavarelli;Stevens;Riess;;;40;38;50;8;2;GER
France;Germany;PILE UC;NO;;1;20;-5;Complete;0;SAIL;;12;7;;;;;;;;;;5;38;51;9;2;FRA
France;Germany;BUNCH UC;NO;;2;8;-17;Incomplete;0;WHEEL;;0;19;;;;;;;;;;17;38;52;9;2;FRA
France;Germany;SPREAD;NO;;3;8;-17;Complete;0;SAIL;;6;6;;;;;;;;;;17;38;53;9;2;FRA
France;Germany;TRIPS;NO;;4;2;-23;Incomplete;0;OUT;;0;3;;;;;;;;;;23;38;54;9;2;FRA
Germany;France;BUNCH;S CROSS;Sail;1;20;-5;Complete;1;SAIL;PIETRYGA;8;7;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;5;38;55;10;2;GER
Germany;France;DOG;S CROSS;Dagger;2;12;-13;Complete;1;DIG;DE GAVARELLI;7;7;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;13;38;56;10;2;GER
Germany;France;DOG;Rolex Y;Sail;3;5;-20;Complete;1;QB;THIELE;4;3;DE GAVARELLI;THIELE;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;20;38;57;10;2;GER
Germany;France;NUB STACK;NO;Tulane;4;1;-24;Complete;1;CONE;PIETRYGA;7;1;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;24;38;58;10;2;GER
Germany;France;SPREAD;Rolex C;Dagger;1;19;19;Complete, TD;1;BENDER;DE GAVARELLI;19;25;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;31;38;59;10;2;GER
Germany;France;DOG;NO;Tulane;0;5;5;Incomplete;0;;;;;THIELE;;Thiele;Pietryga;de Gavarelli;Stevens;Schwarz;;;45;38;60;10;2;GER
France;Germany;PILE;NO;;1;20;-5;Complete;1;SHALLOW;;5;3;;;;;;;;;;5;38;61;11;2;FRA
France;Germany;SPREAD;NO;;2;15;-10;Complete;1;HITCH N GO;;29;21;;;;;;;;;;10;38;62;11;2;FRA
France;Germany;PILE;NO;;1;11;11;Incomplete;1;POST;;0;17;;;;;;;;;;39;38;63;11;2;FRA
France;Germany;TRIPS DOG;NO;;2;11;11;Complete;1;CONE;;11;5;;;;;;;;;;39;38;64;11;2;FRA
France;Germany;BUNCH UC;NO;;0;5;5;Good;1;HITCH;;;7;;;;;;;;;;45;38;65;11;2;FRA
Germany;France;PILE;Y CROSS;Sail;1;20;-5;Complete;1;SAIL;PIETRYGA;7;8;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;5;38;66;12;2;GER
Germany;France;PILE;S Drop;Dagger;2;13;-12;Incomplete;1;;;0;;;;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;12;38;67;12;2;GER
Germany;France;DOG;Snake S DROP;Sail;3;13;-12;Complete;1;SHALLOW;DE GAVARELLI;6;3;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;12;38;68;12;2;GER
Germany;France;BUNCH;S Drop;Dagger;4;7;-18;Complete;1;DIG;RIESS;10;8;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;18;38;69;12;2;GER
Germany;France;DOG;S Y CROSS;Sail;1;22;22;Incomplete;1;;;0;;;;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;28;38;70;12;2;GER
Germany;France;DOG;S Drop;Mills;2;22;22;Complete, TD;1;CORNER;PIETRYGA;22;18;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;28;38;71;12;2;GER
Germany;France;SPREAD;NO;Slot Dig;0;5;5;Incomplete;0;DIG;;0;;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;45;38;72;12;2;GER
France;Germany;BUNCH UC;NO;;1;20;-5;Complete;0;SHALLOW;;9;0;;;;;;;;;;5;38;73;13;2;FRA
France;Germany;TRIPS;NO;;2;11;-14;Complete;0;SAIL;;10;10;;;;;;;;;;14;38;74;13;2;FRA
France;Germany;PILE UC;NO;;3;1;-24;Incomplete;0;SAIL;;0;8;;;;;;;;;;24;38;75;13;2;FRA
France;Germany;BUNCH UC;NO;;4;1;-24;Complete;0;CORNER;;15;15;;;;;;;;;;24;38;76;13;2;FRA
France;Germany;PILE;NO;;1;11;11;Incomplete;0;SHALLOW;;0;3;;;;;;;;;;39;38;77;13;2;FRA
France;Germany;BUNCH;NO;;2;11;11;Incomplete;0;SAIL;;0;8;;;;;;;;;;39;38;78;13;2;FRA
France;Germany;;;;3;11;11;Penalty;0;;;5;;;;;;;;;;;39;38;79;13;2;FRA
France;Germany;SPREAD;Snake S DROP;;1;6;6;Incomplete;0;CONE;;0;5;;;;;;;;;;44;38;80;13;2;FRA
France;Germany;SPREAD UC;NO;;2;6;6;Incomplete;0;;;0;13;;;;;;;;;;44;38;81;13;2;FRA
France;Germany;;;;3;6;6;Penalty;0;;;-5;;;;;;;;;;;44;38;82;13;2;FRA
France;Germany;TRIPS;NO;;3;11;11;Incomplete;0;SAIL;;0;11;;;;;;;;;;39;38;83;13;2;FRA
France;Germany;SPREAD;ROLEX;;4;11;11;Incomplete;0;;;0;;;;;;;;;;;39;38;84;13;2;FRA
Germany;France;PILE;Y CROSS;Sail;1;20;-5;Incomplete;1;POST CURL IN;;0;8;THIELE;SCHWARZ;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;5;38;85;14;2;GER
Germany;France;NUB;S CROSS;Dagger;2;20;-5;Incomplete;1;FADE;;0;22;THIELE;DE GAVARELLI;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;5;38;86;14;2;GER
Germany;France;BUNCH;S CROSS;Dagger;3;20;-5;Complete;1;DIG;RIESS;14;7;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;5;38;87;14;2;GER
Germany;France;SPREAD;S CROSS;Dagger;4;6;-19;Complete;1;DIG;RIESS;16;8;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;19;38;88;14;2;GER
Germany;France;DOG;S Drop;Dagger;1;15;15;Complete;1;DIG;RIESS;12;9;THIELE;RIESS;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;35;38;89;14;2;GER
Germany;France;SPREAD;NO;STICK;1;3;3;Complete, TD;1;OUT;SCHWARZ;3;3;THIELE;SCHWARZ;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;47;38;90;14;2;GER
Germany;France;NUB;NO;Stick Nod;0;5;5;Good;1;STICK NOD;PIETRYGA;5;13;THIELE;PIETRYGA;Thiele;Pietryga;de Gavarelli;Schwarz;Riess;;;45;38;91;14;2;GER
France;Germany;BUNCH UC;NO;;1;20;-5;Incomplete;;SAIL;;0;6;;;;;;;;;;5;38;92;15;2;FRA
France;Germany;TRIPS;NO;;2;20;-5;Complete;;SAIL;;13;10;;;;;;;;;;5;38;93;15;2;FRA
France;Germany;SPREAD;NO;;3;8;-18;Incomplete;;HITCH N GO;;0;22;;;;;;;;;;18;38;94;15;2;FRA
France;Germany;BUNCH UC;ROLEX;;4;8;-18;Rush;;;;1;;;;;;;;;;;18;38;95;15;2;FRA
2;O;SPREAD;NO;;1;20;-5;Complete;0;CONE;3;3;;;;;;;;;;;5;39;1;1;1;TM2
3;O;SPREAD;NO;;2;17;-8;Complete;0;IN;8;8;;;;;;;;;;;8;39;2;1;1;TM2
4;O;SPREAD;NO;;3;9;-16;Complete;0;WHIP;6;6;;;;;;;;;;;16;39;3;1;1;TM2
5;O;PILE;NO;;4;3;-22;Incomplete;0;HITCH;0;4;;;;;;;;;;;22;39;4;1;1;TM2
6;D;SPREAD;NO;;1;20;-5;Complete;1;HITCH;6;6;;;;;;;;;;;5;39;5;2;1;TM1
7;D;SPREAD;NO;;2;14;-11;Complete;1;CONE;8;18;;;;;;;;;;;11;39;6;2;1;TM1
8;D;SPREAD;NO;;1;21;21;Complete;1;WHEEL;18;12;;;;;;;;;;;29;39;7;2;1;TM1
9;D;SPREAD;NO;;2;9;9;Complete, TD;1;CORNER;9;17;;;;;;;;;;;41;39;8;2;1;TM1
10;D;SPREAD;NO;;0;5;5;Good;1;OUT;5;6;;;;;;;;;;;45;39;9;2;1;TM1
11;O;SPREAD;NO;;1;20;-5;Complete;1;;6;6;;;;;;;;;;;5;39;10;3;1;TM2
12;O;SPREAD;NO;;2;14;-11;Complete;1;SAIL;6;6;;;;;;;;;;;11;39;11;3;1;TM2
13;O;TRIPS DOG;NO;;3;8;-17;Complete;1;CONE;9;9;;;;;;;;;;;17;39;12;3;1;TM2
14;O;SPREAD;NO;;1;24;24;Complete;1;CURL;9;9;;;;;;;;;;;26;39;13;3;1;TM2
15;O;SPREAD;NO;;2;15;15;Complete, TD;1;CORNER;10;18;;;;;;;;;;;35;39;14;3;1;TM2
16;O;SPREAD;NO;;0;5;5;Good;1;OUT;5;6;;;;;;;;;;;45;39;15;3;1;TM2
17;D;;;;1;20;-5;Complete;0;;9;9;;;;;;;;;;;5;39;16;4;1;TM1
18;D;SPREAD;NO;;2;11;-14;Complete;0;DIG;8;9;;;;;;;;;;;14;39;17;4;1;TM1
19;D;SPREAD;NO;;3;2;-23;Complete;0;CONE;4;4;;;;;;;;;;;23;39;18;4;1;TM1
20;D;SPREAD;NO;;1;23;23;Complete;0;OUT;7;7;;;;;;;;;;;27;39;19;4;1;TM1
21;D;SPREAD;NO;;2;16;16;Complete;0;OUT;5;5;;;;;;;;;;;34;39;20;4;1;TM1
22;D;SPREAD;NO;;3;11;11;Complete;0;DIG;10;10;;;;;;;;;;;39;39;21;4;1;TM1
23;D;;;;1;1;1;Penalty;0;;-10;-10;;;;;;;;;;;49;39;22;4;1;TM1
24;D;SPREAD;NO;;2;11;11;Incomplete;0;SAIL;0;0;;;;;;;;;;;39;39;23;4;1;TM1
25;D;SPREAD;NO;;3;11;11;Complete;0;DIG;7;7;;;;;;;;;;;39;39;24;4;1;TM1
26;D;SPREAD;NO;;4;4;4;Incomplete;0;OUT;0;4;;;;;;;;;;;46;39;25;4;1;TM1
27;O;SPREAD;NO;;1;20;-5;Incomplete;1;SEAM;0;0;;;;;;;;;;;5;39;26;5;1;TM2
28;O;SPREAD;NO;;2;20;-5;Complete;1;HITCH;7;7;;;;;;;;;;;5;39;27;5;1;TM2
29;O;SPREAD;NO;;3;13;-12;Incomplete;1;SPOT;0;0;;;;;;;;;;;12;39;28;5;1;TM2
30;O;SPREAD;NO;;4;13;-12;Complete;1;GLANCE;16;16;;;;;;;;;;;12;39;29;5;1;TM2
31;O;PILE;NO;;1;22;22;Complete;1;SAIL;7;7;;;;;;;;;;;28;39;30;5;1;TM2
32;O;SPREAD;NO;;2;15;15;Complete;1;WHIP;4;4;;;;;;;;;;;35;39;31;5;1;TM2
33;O;SPREAD;S Drop;;3;11;11;Complete;1;IN;7;7;;;;;;;;;;;39;39;32;5;1;TM2
34;O;SPREAD;NO;;4;4;4;Complete, TD;1;DIG;4;10;;;;;;;;;;;46;39;33;5;1;TM2
35;D;SPREAD;NO;;1;20;-5;Complete;0;CONE;4;4;;;;;;;;;;;5;39;34;6;1;TM1
36;D;TRIPS DOG;NO;;2;16;-9;Complete;0;OTB;6;6;;;;;;;;;;;9;39;35;6;1;TM1
